Order,Family,subfamily,Tribe,Genus and species,Genus,Species,Author,Status ,Kau ,Kil,Ola,Lau,Koh,Hal,KoK,Adult Body Size,Trophic Information Simplified,Trophic Information,Host identity (Genus species),Other host information ,Intermediary (eg fungus)if relevant,"Height (Ground, middle or canopy)","Microhabitat (under bark, under leaves, in leaf axils, etc)"
HOMOPTERA,Cixiidae,,,Oliarus neotarai,Oliarus,neotarai,"Giffard, 1925",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus nr. koanoa,Oliarus,nr. koanoa,,end,no,no,no,no,no,no,no,?,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus olympus,Oliarus,olympus,"Giffard, 1925",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus olympus paliensis,Oliarus,olympus paliensis,"Metcalf, 1936",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus orono molokaiensis,Oliarus,orono molokaiensis,"Kirkaldy, 1909",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus orono oahuensis,Oliarus,orono oahuensis,"Kirkaldy, 1909",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus paludicola,Oliarus,paludicola,"Kirkaldy, 1909",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus pele beta,Oliarus,pele beta,"Metcalf, 1936",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus procellaris,Oliarus,procellaris,"Kirkaldy, 1909",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus similis,Oliarus,similis,"Giffard, 1925",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus tantalus,Oliarus,tantalus,"Giffard, 1925",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus waialeale,Oliarus,waialeale,"Giffard, 1925",end,no,no,no,no,no,no,poss,"male 6mm, female 6.5mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus wailupensis,Oliarus,wailupensis,"Giffard, 1925",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus koae,Oliarus,koae,"Giffard, 1925",end,no,no,no,no,no,no,poss,"male 5.5mm, female unknown",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Acacia koa,,na,canopy,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus haleakalae,Oliarus,haleakalae,"Kirkaldy, 1909",end,no,no,no,no,no,poss,no,"male 9.25mm, female unknown",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Cibotium chamissoi, Cyrtandra sp.",,na,"middle, canopy",on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus halehaku,Oliarus,halehaku,"Giffard, 1925",end,no,no,no,no,no,Hal,no,"male 5.5-6mm, female 6-7.5mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Cibotium sp., Sadleria sp., Cibotium sp., Pipturus sp.","Cibotium sp., Sadleria sp., rotten Cibotium sp. fronds, Pipturus sp.",na,"lower, middle, canopy",on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus euphorbiae,Oliarus,euphorbiae,"Giffard, 1925",end,no,no,no,no,no,prob not,no,"male 5-5.5mm, female 6-6.5mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Euphorbia sp.,,na,middle,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus immaculatus,Oliarus,immaculatus,"Giffard, 1925",end,no,no,no,no,no,no,KoK,"male 7mm, female 8mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,ferns,na,"lower, middle",on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus kahavalu,Oliarus,kahavalu,"Kirkaldy, 1909",end,no,no,no,no,no,prob not,no,"males 8mm, females unknown",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Metrosideros polymorpha,,na,canopy,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus waikau sp. nov,Oliarus,waikau,"Hoch & Howarth, 1999",end,no,no,no,no,no,prob not,no,"male 4.3-4.5mm, female 5.2-6.2mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Metrosideros polymorpha, Leptecophylla sp., Dodonaea sp., Coprosma sp., Vaccinium sp.","roots of Metrosideros polymorpha, potentially also Leptecophylla sp., Dodonaea, Coprosma sp., Vaccinium; troglomorphic",na,in caves - plant roots,troglophilic
HOMOPTERA,Cixiidae,,,Oliarus consimilis,Oliarus,consimilis,"Giffard, 1925",end,no,no,no,no,no,no,prob not,"male 7mm, female 9mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus halemanu,Oliarus,halemanu,"Giffard, 1925",end,no,no,no,no,no,no,KoK,"male 5.25mm, female unknown",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus intermedius,Oliarus,intermedius,"Giffard, 1925",end,no,no,no,no,no,no,poss,"males 8mm, females unknown",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus kauaiensis,Oliarus,kauaiensis,"Kirkaldy, 1909",end,no,no,no,no,no,no,prob not,"male 5.5mm, female 6mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus kulanus,Oliarus,kulanus,"Giffard, 1925",end,no,no,no,no,no,poss,no,"male 10mm, female 11.5-12mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus lihue,Oliarus,lihue,"Giffard, 1925",end,no,no,no,no,no,no,prob not,"male 6.5mm, female 7mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus mauiensis,Oliarus,mauiensis,"Giffard, 1925",end,no,no,no,no,no,prob not,no,"males 9mm, female unknown",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus montanus,Oliarus,montanus,"Giffard, 1925",end,no,no,no,no,no,no,poss,"males 7mm, females 9mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus monticola,Oliarus,monticola,"Kirkaldy, 1909",end,no,no,no,no,no,poss,no,male 6mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus muiri,Oliarus,muiri,"Giffard, 1925",end,no,no,no,no,no,no,KoK,male 5.25mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus neomorai,Oliarus,neomorai,"Giffard, 1925",end,no,no,no,no,no,prob not,no,"male 7.5mm, female 8.5-9mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus nubigenus,Oliarus,nubigenus,"Kirkaldy, 1909",end,no,no,no,no,no,no,KoK,"male 7mm, female 8mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus orono,Oliarus,orono,"Kirkaldy, 1902",end,no,no,no,no,no,no,prob not,female 8.5mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus pele alpha,Oliarus,pele alpha,"Metcalf, 1936",end,no,no,no,no,no,?,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus pluvialis,Oliarus,pluvialis,"Kirkaldy, 1909",end,no,no,no,no,no,no,prob not,male 8.5mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus silvestris,Oliarus,silvestris,"Kirkaldy, 1909",end,no,no,no,no,no,no,poss,"male 7mm, female 7.75-8mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus similis lanaiana,Oliarus,similis lanaiana,"Metcalf, 1936",end,no,no,no,no,no,poss,no,"males, 7mm, females 7.5mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus similis mauiana,Oliarus,similis mauiana,"Metcalf, 1936",end,no,no,no,no,no,poss,no,"males 7-7.5mm, females 7.5-8mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus similis molokaiana,Oliarus,similis molokaiana,"Metcalf, 1936",end,no,no,no,no,no,poss,no,"males 6.75-7mm, females 8mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus swezeyi,Oliarus,swezeyi,"Giffard, 1925",end,no,no,no,no,no,no,poss,male 5.5mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus tamehameha,Oliarus,tamehameha,"Kirkaldy, 1902",end,no,no,no,no,no,no,poss,"male 7.5mm, female 8mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems
HOMOPTERA,Cixiidae,,,Oliarus tarai hawaiiensis,Oliarus,tarai hawaiiensis,"Metcalf, 1936",end,no,no,no,no,no,poss,no,"male 6.5-7.25, female 7.5-8mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems
HETEROPTERA,Miridae,,,Opuna sharpianus,Opuna,sharpianus,"Kirkaldy, 1902",end,poss,poss,poss,poss,poss,poss,KoK,3.3-3.5mm,herbivore,family is mostly herbivorous," Acacia koa, Euphorbia sp.",,na,"middle, canopy",
HETEROPTERA,Miridae,,,Opuna sharpianus luteus,Opuna,sharpianus luteus,"Zimmerman, 1948",end,poss,poss,poss,poss,poss,poss,KoK,?,herbivore,family is mostly herbivorous," Acacia koa, Euphorbia sp.",,na,"middle, canopy",
HETEROPTERA,Miridae,,,Orthotylus nestegiae,Orthotylus,nestegiae,"Polhemus, 2004",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,Nestegis sandwicensis,,na,lower,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus urericola,Orthotylus,urericola,"Polhemus, 2004",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,Urera glabra,,na,middle,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus xylosmae,Orthotylus,xylosmae,"Polhemus, 2003",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,Xylosma hawaiiense,,na,middle,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus antidesmae,Orthotylus,antidesmae,"Polhemus, 2004",end,poss,poss,poss,poss,poss,no,no,"male 2.8mm, female 3.1mm",herbivore,family is mostly herbivorous,Antidesma platyphyllum,,na,middle,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus clermontiae,Orthotylus,clermontiae,"Polhemus, 2003",end,prob not,prob not,prob not,prob not,no,no,no,"male 3.2mm, female 3.25mm",herbivore,family is mostly herbivorous,Clermontia clermontioides,,na,middle,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus iolani,Orthotylus,iolani,"Kirkaldy, 1902",end,Kau,poss,poss,prob not,prob not,no,no,"male 3.05mm, female 3.10mm",herbivore,family is mostly herbivorous,Clermontia clermontioides,,na,middle,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus coprosmopsis,Orthotylus,coprosmopsis,"Polhemus, 2004",end,prob not,prob not,prob not,prob not,prob not,no,no,"male 3.4mm, female 3.25mm",herbivore,family is mostly herbivorous,Coprosma menziesii,,na,middle,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus kanakanus,Orthotylus,kanakanus,"Kirkaldy, 1902",end,poss,Kil,Ola,Lau,prob not,no,no,"male 4mm, female 3.8mm",herbivore,family is mostly herbivorous,"Coprosma rhynchocarpa, Coprosma ochracea","Coprosma rhynchocarpa, possibly Coprosma ochracea",na,middle,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus diospyri,Orthotylus,diospyri,"Polhemus, 2003",end,prob not,prob not,prob not,prob not,prob not,no,no,"male 2.55mm, female 2.6mm",herbivore,family is mostly herbivorous,Diospyros sandwicensis,,na,middle,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus hedyoticola,Orthotylus,hedyoticola,"Polhemus, 2003",end,prob not,prob not,prob not,prob not,prob not,no,no,"male 3.8mm, female 3.7mm",herbivore,family is mostly herbivorous,Hedyotis terminalis,,na,middle,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus neoilicis,Orthotylus,neoilicis,"Polhemus, 2003",end,prob not,prob not,prob not,prob not,no,no,no,"male 3.7mm, female 3.6mm",herbivore,family is mostly herbivorous,Ilex anomala,,na,middle,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus perkinsi,Orthotylus,perkinsi,"Kirkaldy, 1902",end,poss,prob not,prob not,prob not,prob not,no,no,"male 3.15, female 3.4mm",herbivore,family is mostly herbivorous,Ilex anomala,,na,middle,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus melicopi,Orthotylus,melicopi,"Polhemus, 2004",end,prob not,prob not,prob not,prob not,prob not,no,no,"male 2.85mm, female 3.3mm",herbivore,family is mostly herbivorous,Melicope hawaiiensis,,na,middle,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus metrosideri,Orthotylus,metrosideri,"Polhemus, 2004",end,Kau,Kil,Ola,poss,Koh,no,no,"male 3.1, female 3.15",herbivore,family is mostly herbivorous,Metrosideros polymorpha,,na,canopy,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus pipturi,Orthotylus,pipturi,"Polhemus, 2003",end,poss,poss,poss,prob not,prob not,no,no,"male 3.1mm, female 3.2mm",herbivore,family is mostly herbivorous,Pipturus albidus,,na,middle,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus pisonioides,Orthotylus,pisonioides,"Polhemus, 2003",end,prob not,prob not,prob not,prob not,no,no,no,"male 3.25mm, female 3.55mm",herbivore,family is mostly herbivorous,"Pisonia brunoniana, Pisonia sandwicensis brunoniana",,na,middle,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus neopsychotriae,Orthotylus,neopsychotriae,"Polhemus, 2004",end,prob not,prob not,prob not,prob not,prob not,no,no,"male 3.2mm, female 3.5mm",herbivore,family is mostly herbivorous,Psychotria hawaiiensis,,na,middle,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus psychotriae,Orthotylus,psychotriae,"Polhemus, 2003",end,poss,poss,poss,poss,prob not,no,no,"male 3.3mm, female 3.7mm",herbivore,family is mostly herbivorous,Psychotria hawaiiensis,,na,middle,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus psychotrioides,Orthotylus,psychotrioides,"Polhemus, 2003",end,poss,prob not,prob not,prob not,prob not,no,no,"male 3.3mm, female 3.4mm",herbivore,family is mostly herbivorous,Psychotria hawaiiensis,,na,middle,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus sophorae,Orthotylus,sophorae,"Polhemus, 2004",end,prob not,prob not,prob not,prob not,prob not,no,no,"male 3.45mm, female 3.5mm",herbivore,family is mostly herbivorous,Sophora chrysophylla,,na,middle,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus clermonticola,Orthotylus,clermonticola,"Polhemus, 2004",end,no,no,no,no,no,no,no,"male 3.2mm, female 3.3mm",herbivore,family is mostly herbivorous,Clermontia grandiflora,,na,middle,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus erythrinae,Orthotylus,erythrinae,"Polhemus, 2013",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,Erythrina sandwicensis,,na,middle,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus pseudotantali,Orthotylus,pseudotantali,"Polhemus, 2003",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,Pipturus albidus,,na,middle,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus clermontiella,Orthotylus,clermontiella,"Polhemus, 2004",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus coprosmicola,Orthotylus,coprosmicola,"Polhemus, 2004",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus coprosmoides,Orthotylus,coprosmoides,"Polhemus, 2003",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus daphne,Orthotylus,daphne,"Kirkaldy, 1902",end,no,no,no,no,no,no,no,3mm,herbivore,family is mostly herbivorous,n.d.,,na,,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus diospyricola,Orthotylus,diospyricola,"Polhemus, 2004",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus diospyroides,Orthotylus,diospyroides,"Polhemus, 2004",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus diospyropsis,Orthotylus,diospyropsis,"Polhemus, 2004",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus hedyoti,Orthotylus,hedyoti,"Polhemus, 2003",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus hedyotiella,Orthotylus,hedyotiella,"Polhemus, 2004",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus hedyotiopsis,Orthotylus,hedyotiopsis,"Polhemus, 2003",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus hedyotivorus,Orthotylus,hedyotivorus,"Polhemus, 2004",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus hibisci,Orthotylus,hibisci,"Polhemus, 2003",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus kara,Orthotylus,kara,"Polhemus, 2004",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus kassandroides,Orthotylus,kassandroides,"Polhemus, 2004",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus pilo,Orthotylus,pilo,"Polhemus, 2004",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus Pisonia sp.e,Orthotylus,Pisonia sp.e,"Polhemus, 2003",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus tantali,Orthotylus,tantali,"Perkins, 1912",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus ulaula,Orthotylus,ulaula,"Polhemus, 2004",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus Urera sp.e,Orthotylus,Urera sp.e,"Polhemus, 2003",end,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,,on leaves or stems
HETEROPTERA,Miridae,,,Orthotylus broussaisiae,Orthotylus,broussaisiae,"Polhemus, 2013",end,no,no,no,no,no,no,poss,"male 3.7mm, female 4.0mm",herbivore,family is mostly herbivorous,Broussasia arguta,,na,middle,on leaves or stems
